No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
1,(C2H5)2NH,5.792391689,109-89-7,CCNCC,,,NIST,alkane,Aliphatic hydrocarbons
2,(C2H5)2O,0.041392685,60-29-7,CCOCC,2,,NIST,alcohol,Oxygenated organics
3,(C2H5)3N,6.322219295,121-44-8,CCN(CC)CC,,,NIST,alkane,Aliphatic hydrocarbons
4,(CH3)2NCl,3.278753601,1585-74-6,CN(C)Cl,1.6,,NIST,halogeneted,Halogenated organics
5,(CH3)2NH2+,-0.886056648,17000-01-0,​C[NH2+]C,5~6,,NIST,halogeneted,Halogenated organics
6,(CH3)2NNO,1.041392685, 62-75-9,CN(C)N=O,5,,NIST,halogeneted,Halogenated organics
7,(CH3)3CCO2-,-2.698970004,29650-96-2,CC(C)(C)C(=O)[O-],5.1 - 5.8,,NIST,alkane,Aliphatic hydrocarbons
8,(CH3)3CNH2,4.653212514,75-64-9,CC(C)(N)C,,,NIST,alkane,Aliphatic hydrocarbons
9,(CH3)3N,6.612783857,75-50-3,CN(C)C,,,NIST,halogeneted,Halogenated organics
10,(CH3CH2CH2)2S,5.301029996,638-46-0,CCCCSCC,2,,NIST,"sulfide, disulfide",Sulfur-containing organics
11,(E)-3-hexen-1-ol,4.571429303, ​928-97-2,CC/C=C/CCO,,,10.1039/c6ra17107a,alkane,Aliphatic hydrocarbons
12,(E)-3-hexene,4.975638566,13269-52-8,CC/C=C/CC,,,https://doi.org/10.5194/essd-12-1203-2020,alkane,Aliphatic hydrocarbons
13,(Z)-2-hexene,4.970072449,7688-21-3,CCC/C=C\C,,,10.1002/kin.10093,alkane,Aliphatic hydrocarbons
14,(Z)-2-pentene,4.88694734,627-20-3,CC/C=C\C,,,10.1002/kin.10093,alkane,Aliphatic hydrocarbons
15,(Z)-3-hexen-1-ol,4.554986769,928-96-1,CC/C=C\CCO,,,https://doi.org/10.1016/j.atmosenv.2016.09.057,alkane,Aliphatic hydrocarbons
16,(Z)-3-methyl-2-penten,5.453682139,922-62-3,C/C(CC)=C/C,,,10.1007/BF00048331,halogeneted,Halogenated organics
17,-O2C(CH2)3CO2-,-2.096910013,56-16-6,[O-]C(=O)CCCC(=O)[O-],4~6,,NIST,halogeneted,Halogenated organics
18,-O2CCO2-,-1.397940009,338-70-5,O=C([O-])C(=O)[O-],,,NIST,halogeneted,Halogenated organics
19,"1,1-Dichloroacetone",-2.3,513-88-2,CC(=O)C(Cl)Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
20,"1,1-dichloroethene",2.041392685,75-35-4,C=C(Cl)Cl,2,,10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
21,"1,1-dichloropropene",3.27073931,563-58-6,CC=C(Cl)Cl,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
22,"1,1-dichloropropene",3.375185,26952-23-8,CC=C(Cl)Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
23,"1,10-Phenanthroline monohydrate",-0.9395,5144-89-8,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.O,,,10.1016/j.chemosphere.2014.05.068,cyclo,Aromatic & PAHs
24,"1,10-Phenanthroline monohydrate",-0.9395,5144-89-8,O.c1cnc2c(c1)ccc1cccnc12,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs
25,"1,12-Benzoperylene",3.92,91315-85-4,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs
26,"1,2,3-C6H3(CH3)3",2.602059991,526-73-8,CC1=CC=CC(C)=C1C,1.7,,NIST,cyclo,Aromatic & PAHs
27,"1,2,3-C6H3Cl3",-1.22184875,87-61-6,ClC1=CC=CC(Cl)=C1Cl,3,,NIST,cyclo,Aromatic & PAHs
28,"1,2,3-Trichloropropane",-0.06,96-18-4,Clc1cccc(Cl)c1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
29,"1,2,3-trimethylbenzene",2.60206,57820-96-9,Cc1cccc(C)c1C,1.7,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
30,"1,2,3-trimethylbenzene",2.602059991,526-73-8,CC1=C(C(=CC=C1)C)C,1.7,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
31,"1,2,3-trimethylbenzene",2.602059991,526-73-8,CC1=C(C(=CC=C1)C)C,,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
32,"1,2,4-C6H3Cl3",0.204119983, 120-82-1,ClC1=CC=C(Cl)C=C1Cl,2,,NIST,cyclo,Aromatic & PAHs
33,"1,2-C6H4(OH)2",5.491361694,120-80-9,OC1=CC=CC=C1O,2.8,,NIST,alcohol,Oxygenated organics
34,"1,2-Dibromo-3-chloropropane",-1.602059991, 96-12-8,C(C(CBr)Br)Cl,2,,NIST,halogeneted,Halogenated organics
35,"1,2-dibromoethene",3.176091259,590-12-5,C(=CBr)Br,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
36,"1,2-dibromoethene",3.176091,52646-68-1,Br/C=C/Br,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
37,"1,3,5-C6H3(CH3)3",2.84509804,108-67-8,CC1=CC(C)=CC(C)=C1,1.7,,NIST,cyclo,Aromatic & PAHs
38,"1,3,5-trimethoxy benzene",5.973127854,621-23-8,COC1=CC(=CC(=C1)OC)OC,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
39,"1,3,5-trimethoxy benzene",5.973128,1622142-76-0,COc1cc(OC)cc(OC)c1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
40,"1,3,5-trimethylbenzene",2.845098,1274-07-3,Cc1cc(C)cc(C)c1,1.7,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
41,"1,3-Benzenediol",4.99,33104-34-6,Oc1cccc(O)c1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
42,"1,3-C6H4(CH3)2",1.973127854,108-38-3,CC1=CC=CC(C)=C1,2,,NIST,cyclo,Aromatic & PAHs
43,"1,3-C6H4(OH)2",4.991226076,108-46-3,OC1=CC=CC(O)=C1,2.8,,NIST,alcohol,Oxygenated organics
44,"1,3-C6H4(OH)2",5.477121255,108-46-3,OC1=CC=CC(O)=C1,2,,NIST,alcohol,Oxygenated organics
45,"1,3-C6H4Cl2",-0.244125144,541-73-1,ClC1=CC=CC(Cl)=C1,2,,NIST,cyclo,Aromatic & PAHs
46,"1,3-Dichlorobutene-2",-2.280668713,926-57-8,C/C(=C/CCl)/Cl,,,10.1007/s10975-005-0142-4,halogeneted,Halogenated organics
47,"1,3-Dichlorobutene-2",-2.28067,11069-19-5,C[C@@H](Cl)/C=C/Cl,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
48,"1,3-Dimethyluracil",3.45,119255-07-1,Cn1ccc(=O)n(C)c1=O,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
49,"1,3.5-Trimethylbenzene",2.84509804,108-67-8,CC1=CC(C)=CC(C)=C1,1.7,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
50,"1,4-Butanediol dimethacrylate",6.61,2082-81-7,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized
51,"1,4-C6H4(CH3)2",2.146128036, 106-42-3,CC1=CC=C(C)C=C1,2,,NIST,cyclo,Aromatic & PAHs
52,"1,4-C6H4(OH)2",6.176091259,123-31-9,OC1=CC=C(O)C=C1,2.8,,NIST,alcohol,Oxygenated organics
53,"1,4-C6H4Cl2",0.477121255,106-46-7,ClC1=CC=C(Cl)C=C1,2,,NIST,cyclo,Aromatic & PAHs
54,"1,4-Dichlorobenzene",0.48,201595-59-7,Clc1ccc(Cl)cc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
55,"1,4-Dioxane",-0.52,123799-84-8,C1COCCO1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
56,"1,4-Dithiothreitol",5.23,203633-21-0,O[C@H](CS)[C@H](O)CS,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics
57,"1,4-benzoquinone",3.4,106-51-4,C1=CC(=O)C=CC1=O,7,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
58,"1,4-benzoquinone",3.4,33876-90-3,O=C1C=CC(=O)C=C1,7,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs
59,"1,4-dimethoxy benzene",5.113943352,150-78-7,COC1=CC=C(C=C1)OC,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
60,1-BuOH,-0.22184875,71-36-3,CCCCO,3.2,,NIST,alkane,Aliphatic hydrocarbons
61,1-BuOH,-0.22184875,71-36-3,CCCCO,2.1,,NIST,alkane,Aliphatic hydrocarbons
62,1-BuOH,-0.229884705,71-36-3,CCCCO,2,,NIST,alkane,Aliphatic hydrocarbons
63,1-BuOH,0.041392685,71-36-3,CCCCO,7.2,,NIST,alkane,Aliphatic hydrocarbons
64,1-BuOH,-0.15490196,71-36-3,CCCCO,5.8,,NIST,alkane,Aliphatic hydrocarbons
65,1-Butanol,-0.236572006,71-36-3,CCCCO,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
66,1-Butanol,0.04,31061-75-3,CCCCO,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
67,1-Buten-2-ol,4.9,89211-33-6,C=C(O)CC,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
68,1-Chloronaphthalene,2.301029996,90-13-1,C1=CC=C2C(=C1)C=CC=C2Cl,5.6,,NIST,cyclo,Aromatic & PAHs
69,1-Hexen-4-ol,5.26,688-99-3,CCC(CC=C)O,7,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons
70,1-Hexen-4-ol,5.26,139164-92-4,C=CC[C@@H](O)CC,7,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
71,1-Hexene-3-ol,4.0,5729-65-7,C=C[C@H](O)CCC,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
72,1-Hexene-3-ol,5.0,4798-44-1,CCCC(C=C)O,,,10.1080/01919519108552279,alkane,Aliphatic hydrocarbons
73,1-Hexene-4-ol,5.255272505,928-92-7,C/C=C/CCCO,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
74,1-Methyl-2-pyrrolidinone,0.3,321572-55-8,CN1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
75,1-Octanol,-0.1,21727-90-2,CCCCCCCCO,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
76,1-Octanol,-0.096910013,111-87-5,CCCCCCCCO,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
77,1-Pentyl-2-pyrrolidone,0.93,65032-11-3,CCCCCN1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
78,1-Propylamine,-2.0,107-10-8,CCCN,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
79,1-acetyl-1-cyclohexene,5.361727836,932-66-1,CC(=O)C1=CCCCC1,2.3,25.0, https://pubs.acs.org/doi/10.1021/acs.est.4c07119,cyclo,Aromatic & PAHs
80,1-acetyl-1-cyclohexene,5.146128036,932-66-1,CC(=O)C1=CCCCC1,2.3,10.0, https://pubs.acs.org/doi/10.1021/acs.est.4c07119,cyclo,Aromatic & PAHs
81,1-acetyl-1-cyclohexene,5.301029996,932-66-1,CC(=O)C1=CCCCC1,2.3,,https://doi.org/10.1021/acs.est.4c07119,cyclo,Aromatic & PAHs
82,1-acetyl-1-cyclohexene,5.204119983,932-66-1,CC(=O)C1=CCCCC1,2.3,15.0, https://pubs.acs.org/doi/10.1021/acs.est.4c07119,cyclo,Aromatic & PAHs
83,1-acetyl-1-cyclohexene,5.301029996,932-66-1,CC(=O)C1=CCCCC1,2.3,20.0, https://pubs.acs.org/doi/10.1021/acs.est.4c07119,cyclo,Aromatic & PAHs
84,1-butene,3.76514679,106-98-9,CCC=C,,, https://doi.org/10.1029/2006JD007531,alkane,Aliphatic hydrocarbons
85,1-methylpyrrolidine,6.30103,126084-10-4,C1=C[C@]23N=C2C=13,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
86,1-methylpyrrolidine,6.301029996,120-94-5,CN1CCCC1,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
87,1-naphthol,6.816734228,90-15-3,C1=CC=C2C(=C1)C=CC=C2O,,,10.1080/01919512.1995.10555774,cyclo,Aromatic & PAHs
88,1-naphthol,6.816734,19481-11-9,Oc1cccc2ccccc12,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
89,1-nonen-4-ol,3.698796252,35192-73-5,CCCCCC(CC=C)O,,,https://doi.org/10.1016/j.jes.2018.04.009,alkane,Aliphatic hydrocarbons
90,1-nonene,3.840419778,124-11-8,CCCCCCCC=C,,,10.1007/BF02987585,alkane,Aliphatic hydrocarbons
91,1-octen,3.876650764,111-66-0,CCCCCCC=C,,, https://doi.org/10.1002/kin.550271102,alkane,Aliphatic hydrocarbons
92,1-octen-3-one,3.817142106,4312-99-6,CCCCCC(=O)C=C,,,https://doi.org/10.1016/j.jes.2020.03.031,alkane,Aliphatic hydrocarbons
93,1-penten-3-one,4.770852012,1629-58-9,CCC(=O)C=C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
94,1-penten-3-one,4.770852,96546-66-6,C=CC(=O)CC,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
95,1-pentene,3.778440684,25377-72-4,CCCC=C,,,10.1002/kin.10093,alkane,Aliphatic hydrocarbons
96,1-phenoxy-2-propanol,2.51,770-35-4,CC(COC1=CC=CC=C1)O,7,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
97,1-phenoxy-2-propanol,2.50515,65488-98-4,C[C@H](O)COc1ccccc1,7,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
98,1-propanol,-0.193820026,71-23-8,CCCO,7,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
99,1-propanol,-0.431798276,71-23-8,CCCO,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
100,1.2.3-Trimethylbenzene,2.602059991,526-73-8,CC1=CC=CC(C)=C1C,1.7,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
101,1.2.4-Trichlorobenzene,0.204119983,120-82-1,ClC1=CC=C(Cl)C=C1Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
102,1.4-Dichlorobenzene,0.477121255,106-46-7,ClC1=CC=C(Cl)C=C1,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
103,17a-ethinylestradiol,6.883533917,57-63-6,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,8,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
104,17a-ethinylestradiol,7.03,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,8,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
105,17a-ethinylestradiol,6.29,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,7,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
106,17a-ethinylestradiol,6.204119983,57-63-6,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,7,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
107,17a-ethinylestradiol-dissociated,9.562293,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
108,17b-estradiol-dissociated,9.577369,32162-96-2,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
109,17b-estradiol-non-dissociated,6.447802102,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,8,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
110,17b-estradiol-non-dissociated,6.230448921,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
111,17b-estradiol-non-dissociated,6.447802,32162-96-2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,8,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
112,17b-estradiol-non-dissociated,6.230449,32162-96-2,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,7,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
113,17β-Estradiol,5.34,3188-46-3,OC1=CC(CCC2C3CCC4(C)C2CC([2H])([2H])[C@]4([H])O)=C3C=C1,5,,https://doi.org/10.1021/es068007p.,alcohol,Oxygenated organics
114,17β-estradiol,5.34,1192354-74-7,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
115,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,2,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
116,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,5,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
117,1H-benzotriazole,3.288249226,95-14-7,C1=CC2=NNN=C2C=C1,9,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
118,1H-benzotriazole,3.331022171,95-14-7,C1=CC2=NNN=C2C=C1,10,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
119,1H-benzotriazole,1.309630167,95-14-7,C1=CC2=NNN=C2C=C1,4,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
120,1H-benzotriazole,1.555470169,95-14-7,C1=CC2=NNN=C2C=C1,7,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
121,1H-benzotriazole,2.599883072,95-14-7,C1=CC2=NNN=C2C=C1,8,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
122,1H-benzotriazole,1.303196057,95-14-7,C1=CC2=NNN=C2C=C1,3,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
123,1H-benzotriazole,1.84,95-14-7,C1=CC2=NNN=C2C=C1,,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
124,1H-benzotriazole,1.5132176,95-14-7,C1=CC2=NNN=C2C=C1,6,,10.1016/j.watres.2011.01.022,cyclo,Aromatic & PAHs
125,2'-Deoxyadenosine,1.15,29836-02-0,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs
126,2'-Deoxycytidine,3.54,9039-45-6,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1.O,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
127,2'-Deoxyguanosine,4.28,39471-28-8,Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
128,"2,2',4,4',5,5'-Hexachlorobiphenyl",-0.045757491,35065-27-1,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,2.7 - 6.3,,NIST,halogeneted,Halogenated organics
129,"2,2,6,6-Tetramethylpiperidinooxy",7.11,126517-51-9,CC1(C)CCCC(C)(C)N1O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
130,"2,3,4,6-tetrachlorophenol",4.908308048,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,3,,10.1016/S0304-3894(00)00269-7,halogeneted,Halogenated organics
131,"2,3,4,6-tetrachlorophenol",4.562399938,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,2.5,,10.1016/S0304-3894(00)00269-7,halogeneted,Halogenated organics
132,"2,3,4,6-tetrachlorophenol",4.177132317,58-90-2,C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,2,,10.1016/S0304-3894(00)00269-7,halogeneted,Halogenated organics
133,"2,3-(CH3)2C6H3OH",4.431363764,526-75-0,CC(C(O)=CC=C1)=C1C,2.8,,NIST,cyclo,Aromatic & PAHs
134,"2,3-Dichlorophenol",2.9,59457-02-2,Oc1cccc(Cl)c1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
135,"2,3-Indolinedione",1.322219295, 91-56-5,C1=CC=C2C(=C1)C(=O)C(=O)N2,,,NIST,halogeneted,Halogenated organics
136,"2,3-dihydroxybenzoic",6.32,303-38-8,O=C(O)C1=CC=CC(O)=C1O,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs
137,"2,3-dimethyl phenol",4.320146,129644-70-8,Cc1cccc(O)c1C,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
138,"2,4,5-Cl3C6H2OH",3.477121255,95-95-4,ClC(C=C(Cl)C(O)=C1)=C1Cl,,,NIST,cyclo,Aromatic & PAHs
139,"2,4,6-Cl3C6H2OH",4.0, 88-06-2,OC1=C(Cl)C=C(Cl)C=C1Cl,,,NIST,alcohol,Oxygenated organics
140,"2,4,6-Trichloroanisole",-1.24,352439-08-8,COc1c(Cl)cc(Cl)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
141,"2,4,6-Triiodophenolate",6.832509,15901-49-2,[O-]c1c(I)cc(I)cc1I,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
142,"2,4,6-Triiodophenolate",6.832508913,609-23-4,C1=C(C=C(C(=C1I)[O-])I)I,,,10.1039/b301824p,halogeneted,Halogenated organics
143,"2,4,6-trichlorophenol",4.31567652,1988/6/2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,2.5,,10.1021/acs.iecr.9b00337,halogeneted,Halogenated organics
144,"2,4,6-trichlorophenol",4.676483269,1988/6/2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,3,,10.1021/acs.iecr.9b00337,halogeneted,Halogenated organics
145,"2,4,6-trichlorophenol",3.977174676,1988/6/2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,2,,10.1021/acs.iecr.9b00337,halogeneted,Halogenated organics
146,"2,4,6-trichlorophenol",4.498310554,1988/6/2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,7,,10.1021/acs.iecr.9b00337,halogeneted,Halogenated organics
147,"2,4,6-trichlorophenol",4.315677,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,2.5,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
148,"2,4,6-trichlorophenol",4.676483,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,3,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
149,"2,4,6-trichlorophenol",3.977175,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,2,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
150,"2,4,6-trichlorophenol",4.498311,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,7,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
151,"2,4-(CH3)2C6H3OH",5.041392685, 105-67-9,OC1=CC=C(C)C=C1C,2.8,,NIST,alcohol,Oxygenated organics
152,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",0.51851394,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,2,,NIST,alkane,Aliphatic hydrocarbons
153,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",0.681241237,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,4.3,,NIST,alkane,Aliphatic hydrocarbons
154,"2,4-Bis-(ethylamino)-6-chloro-s-triazine",1.230448921,122-34-9,CCNC1=NC(NCC)=NC(Cl)=N1,7.5,,NIST,alkane,Aliphatic hydrocarbons
155,"2,4-D",0.361727836,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1.5~2.9,,https://doi.org/10.1016/0043-1354(83)90098-2,alcohol,Oxygenated organics
156,"2,4-Dichlorophenol",3.48,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,3,,https://doi.org/10.1061/(ASCE)0733-9372(1999)125:5(441).,halogeneted,Halogenated organics
157,"2,4-Dichlorophenoxyacetate ion",1.462397998,942-98-3,ClC1C(CCC(C1)Cl)OCC(=O)[O-],,,NIST,alcohol,Oxygenated organics
158,"2,4-Dichlorophenoxyacetic acid",2.079181246, 94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,2,,NIST,alcohol,Oxygenated organics
159,"2,4-dichlorophenol",3.7084209,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,2.5,,10.1016/j.chemosphere.2014.05.068,halogeneted,Halogenated organics
160,"2,4-dichlorophenol",4.62493361,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,7,,10.1016/j.chemosphere.2014.05.068,halogeneted,Halogenated organics
161,"2,4-dichlorophenol",3.962227231,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,3,,10.1016/j.chemosphere.2014.05.068,halogeneted,Halogenated organics
162,"2,4-dichlorophenol",3.275541688,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,2,,10.1016/j.chemosphere.2014.05.068,halogeneted,Halogenated organics
163,"2,4-dichlorophenoxyacetic acid",0.721480855,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,2,,10.1080/01919519208552274,alcohol,Oxygenated organics
164,"2,4-dichlorophenoxyacetic acid",3.0,94-75-7,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,7,,10.1080/01919519208552274,alcohol,Oxygenated organics
165,"2,4-dimethyl phenol",4.922206277,105-67-9,CC1=CC(=C(C=C1)O)C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
166,"2,5-dichlorophenols",4.835690571,583-78-8,OC1=CC(Cl)=CC=C1Cl,2.1,,10.1021/acs.iecr.9b00337,alcohol,Oxygenated organics
