No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
457,Azobenzene,2.342422681,151224-49-6,C1=CC=C(C=C1)N=NC2=CC=CC=C2,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
458,Azobenzene,2.342422681,151224-49-6,C1=CC=C(C=C1)N=NC2=CC=CC=C2,2,,10.1016/0043-1354(91)90155-J,cyclo,Aromatic & PAHs
459,Benzaldehyde,0.397940009,17901-93-8,C1=CC=C(C=C1)C=O,1.7,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
460,Benzaldehyde,0.4,51748-27-7,O=Cc1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
461,Benzaldehyde,0.397940009,17901-93-8,C1=CC=C(C=C1)C=O,1.7,,10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
462,Benzene,0.301029996,64268-28-6,C1=CC=CC=C1,2.8,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
463,Benzene,0.301029996,64268-28-6,C1=CC=CC=C1,,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
464,Benzene,0.301029996,64268-28-6,C1=CC=CC=C1,1.7-3,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs
465,Benzene,0.301029996,64268-28-6,C1=CC=CC=C1,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
466,Benzene sulfonate ion,-0.638272164,3198-32-1,O=S(C1=CC=CC=C1)(=O)[O-],1.7-2,,https://doi.org/10.1016/0043-1354(83)90098-2,"sulfide, disulfide",Sulfur-containing organics
467,Benzene sulfonate ion,-0.638272164,3198-32-1,​O=S(C1=CC=CC=C1)(=O)[O-],,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
468,Benzene sulfonate ion,-1.638272164,3198-32-1,O=S(C1=CC=CC=C1)(=O)[O-],1.8,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
469,Benzimidazole,1.0,51-17-2,C1=CC=C2C(=C1)NC=N2,,,NIST,halogeneted,Halogenated organics
470,Benzisothiazolinone,6.620136055,54392-15-3,C1=CC=C2C(=C1)C(=O)NS2,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
471,Benzo[a]pyrene,3.77815125, 50-32-8,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,1~7,,NIST,cyclo,Aromatic & PAHs
472,Benzoate ion1-1010-100,0.079181246,766-76-7​,[O-]C(C1=CC=CC=C1)=O,5,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
473,Beta-N-methylamino-L-alanine,7.531478917,15920-93-1​,CNC[C@@H](C(=O)O)N,6.5,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
474,Beta-N-methylamino-L-alanine,7.755874856,15920-93-1,CNC[C@@H](C(=O)O)N,7,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
475,Beta-N-methylamino-L-alanine,10.57054294,15920-93-1,CNC[C@@H](C(=O)O)N,9.5,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
476,Beta-N-methylamino-L-alanine,9.450249108,15920-93-1,CNC[C@@H](C(=O)O)N,3,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
477,Beta-N-methylamino-L-alanine,9.558708571,15920-93-1,CNC[C@@H](C(=O)O)N,8.5,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
478,Beta-N-methylamino-L-alanine,6.274157849,15920-93-1,CNC[C@@H](C(=O)O)N,5.8,,10.1016/j.watres.2018.05.056,halogeneted,Halogenated organics
479,Bezafibrate,2.803803993,41859-67-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,8,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
480,Bezafibrate,2.803803993,41859-67-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
481,Bezafibrate,2.803803993,41859-67-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
482,Bisphenol F,9.155336037,1333-16-0,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,,,https://doi.org/10.1016/j.scitotenv.2022.157173,halogeneted,Halogenated organics
483,Bisphenol F,9.117271296,1333-16-0,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,,,https://doi.org/10.1016/j.scitotenv.2022.157173,halogeneted,Halogenated organics
484,Bisphenol S,7.450249108,1980/9/1,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,,,https://doi.org/10.1016/j.scitotenv.2022.157173,"sulfide, disulfide",Sulfur-containing organics
485,Br-,2.204119983,24959-67-9,[Br-],3~7,,NIST,halogeneted,Halogenated organics
486,Br-,1.301029996,24959-67-9,[Br-],2,,NIST,halogeneted,Halogenated organics
487,Br-,2.361727836,24959-67-9,[Br-],3,,NIST,halogeneted,Halogenated organics
488,Br-,2.477121255,24959-67-9,[Br-],6.3,,NIST,halogeneted,Halogenated organics
489,BrCH2CH2Br,-1.853871964,106-93-4,C(CBr)Br,2,,NIST,halogeneted,Halogenated organics
490,BrO-,2.716003344, 14380-62-2,[O-]Br,8.2,,NIST,halogeneted,Halogenated organics
491,BrO-,2.51851394, 14380-62-2,[O-]Br,6~7,,NIST,halogeneted,Halogenated organics
492,BrO3-,-3.0, 15541-45-4,[O-]Br(=O)=O,4,,NIST,halogeneted,Halogenated organics
493,Bromobutide,2.34,75463-73-9,CC(C)(NC(=O)[C@H](Br)C(C)(C)C)c1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
494,Bromocresol green,1.89,62625-32-5,CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized
495,Bromoform,-0.698970004,2909-52-6,C(Br)(Br)Br,,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
496,Bromoform,-1.698970004,2909-52-6,C(Br)(Br)Br,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
497,Bromophenol blue,0.728,115-39-9,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br,,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized
498,Bromoxynil,2.77815125,1689-84-5,C1=C(C=C(C(=C1Br)O)Br)C#N,7,,10.1016/j.chemosphere.2009.11.014,halogeneted,Halogenated organics
499,Bromoxynil,2.715882851,1689-84-5,C1=C(C=C(C(=C1Br)O)Br)C#N,2,,10.1016/j.chemosphere.2009.11.014,halogeneted,Halogenated organics
500,Butylamine,5.07,1208080-07-2,CCCCN,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
501,Butylbenzyl phthalate,0.15,72170-45-7,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized
502,Butylparaben,9.12,94-26-8,CCCCOC(=O)C1=CC=C(C=C1)O,12,,"https://doi.org/10.1080/10826070701738787,https://doi.org/10.1016/j.chemosphere.2010.09.015.",alcohol,Oxygenated organics
503,Butylparaben,2.68,94-26-8,CCCCOC(=O)C1=CC=C(C=C1)O,2,,"https://doi.org/10.1080/10826070701738787,https://doi.org/10.1016/j.chemosphere.2010.09.013.",alcohol,Oxygenated organics
504,Butylparaben,6.41,94-26-8,CCCCOC(=O)C1=CC=C(C=C1)O,7,,"https://doi.org/10.1080/10826070701738787,https://doi.org/10.1016/j.chemosphere.2010.09.014.",alcohol,Oxygenated organics
505,C2H5CH(NH2)CH3,4.716003344,13952-84-6,CC(N)CC,,,NIST,alkane,Aliphatic hydrocarbons
506,C2H5CHO,0.397940009, 123-38-6,CCC=O,2,,NIST,alkane,Aliphatic hydrocarbons
507,C2H5CO2H,-3.397940009,1979/7/4,CCC(O)=O,2,,NIST,alkane,Aliphatic hydrocarbons
508,C2H5O2CCH2CO2C2H5,-1.22184875, 105-53-3,O=C(OCC)CC(OCC)=O,2,,NIST,halogeneted,Halogenated organics
509,C2H5SH,5.477121255,1975/8/1,CCS,4.7,,10.1016/j.cej.2018.11.005,"sulfide, disulfide",Sulfur-containing organics
510,C6Cl5OH,5.477121255,87-86-5,ClC1=C(O)C(Cl)=C(Cl)C(Cl)=C1Cl,2,,NIST,cyclo,Aromatic & PAHs
511,C6H5CH(CH3)2,1.041392685,98-82-8,CC(C)C1=CC=CC=C1,2,,NIST,cyclo,Aromatic & PAHs
512,C6H5CH2CHCH2,5.079181246, 300-57-2,C=CCC1=CC=CC=C1,2,,NIST,cyclo,Aromatic & PAHs
513,C6H5CH3,1.146128036,108-88-3,CC1=CC=CC=C1,1.7,,NIST,cyclo,Aromatic & PAHs
514,C6H5CO2-,0.079181246,766-76-7,[O-]C(C1=CC=CC=C1)=O,5,,NIST,halogeneted,Halogenated organics
515,C6H5Cl,-0.124938737, 108-90-7,C1=CC=C(C=C1)Cl,2,,NIST,halogeneted,Halogenated organics
516,C6H5NH2,7.954242509, 62-53-3,C1=CC=C(C=C1)N,,,NIST,halogeneted,Halogenated organics
517,C6H5NNC6H5,2.342422681, 103-33-3,C1(/N=N/C2=CC=CC=C2)=CC=CC=C1,2,,NIST,cyclo,Aromatic & PAHs
518,C6H5NO2,-1.045757491,98-95-3,C1=C(C=NC=C1O)C=O,2,,NIST,halogeneted,Halogenated organics
519,C6H5O-,9.146128036,3229-70-7,[O-]C1=CC=CC=C1,,,NIST,cyclo,Aromatic & PAHs
520,C6H5OH,4.462397998, 108-95-2,C1=CC=C(C=C1)O,5.2,,NIST,halogeneted,Halogenated organics
521,C6H5OH,3.322219295, 108-95-2,C1=CC=C(C=C1)O,2.7,,NIST,halogeneted,Halogenated organics
522,C6H5OH,2.397940009, 108-95-2,C1=CC=C(C=C1)O,9,,NIST,halogeneted,Halogenated organics
523,C6H5OH,2.255272505, 108-95-2,C1=CC=C(C=C1)O,8,,NIST,halogeneted,Halogenated organics
524,C6H5OH,2.146128036, 108-95-2,C1=CC=C(C=C1)O,7,,NIST,halogeneted,Halogenated organics
525,C6H5OH,3.643452676, 108-95-2,C1=CC=C(C=C1)O,3.7,,NIST,halogeneted,Halogenated organics
526,C6H5OH,2.949390007, 108-95-2,C1=CC=C(C=C1)O,1.5,,NIST,halogeneted,Halogenated organics
527,C6H5OH,3.113943352, 108-95-2,C1=CC=C(C=C1)O,,,NIST,halogeneted,Halogenated organics
528,C6H5OH,1.954242509, 108-95-2,C1=CC=C(C=C1)O,6,,NIST,halogeneted,Halogenated organics
529,C6H5SO3-,-0.638272164,3198-32-1,C1=CC=CC=C1S(=O)(=O)[O-],1.9,,NIST,"sulfide, disulfide",Sulfur-containing organics
530,C6H6,0.301029996,71-43-2,C1=CC=CC=C1,1.7 - 3.0,,NIST,cyclo,Aromatic & PAHs
531,CCl4,-2.301029996,56-23-5,C(Cl)(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons
532,CH2(CO2-)2,0.84509804,156-80-9,O=C([O-])C([O-])=O,,,NIST,halogeneted,Halogenated organics
533,CH2(OH)2,-1.0,463-57-0,OCO,2,,NIST,alcohol,Oxygenated organics
534,CH2Br2,-2.301029996,74-95-3,C(Br)Br,2,,NIST,halogeneted,Halogenated organics
535,CH2Cl2,-1.0,1975/7/2,C(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons
536,CH2ClCHClCH3,-2.397940009,78-87-5,CC(Cl)CCl,2,,NIST,alkane,Aliphatic hydrocarbons
537,CH3(CH2)2NH3+,-2.0,17033-39-5,CCC[NH3+],2,,NIST,alkane,Aliphatic hydrocarbons
538,CH3(CH2)3NH2,5.079181246,109-73-9,CCCCN,,,NIST,alkane,Aliphatic hydrocarbons
539,CH3(CH2)3NH2,5.230448921,109-73-9,CCCCN,,,NIST,alkane,Aliphatic hydrocarbons
540,CH3(CH2)6CHO,0.903089987, 124-13-0,CCCCCCCC=O,1.8 - 5.0,,NIST,alkane,Aliphatic hydrocarbons
541,CH3(CH2)7OH,-0.096910013, 111-87-5,CCCCCCCCO,2,,NIST,alkane,Aliphatic hydrocarbons
542,CH3C(O-)CCl2,9.0,130190-72-6,C/C(O)=C(Cl)/Cl, 2.1-7.5,,NIST,halogeneted,Halogenated organics
543,CH3CCl3,-1.920818754,71-55-6,CC(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons
544,CH3CH2CH2CH(OH)CHCH2,5.0, 4798-44-1,C=CC(O)CCC,2,,NIST,halogeneted,Halogenated organics
545,CH3CH2CH2CHCHCO2-,5.531478917,1577-22-2​,C=CCCC(=O)[O-],,,NIST,halogeneted,Halogenated organics
546,CH3CH2CH2CO2H,-2.22184875, 107-92-6,OC(CCC)=O,,,NIST,alcohol,Oxygenated organics
547,CH3CH2CH2COCH3,-1.698970004, 107-87-9,CC(CCC)=O,2,,NIST,alkane,Aliphatic hydrocarbons
548,CH3CH2CH2NH2,-2.0,107-10-8,CCCN,2,,NIST,alkane,Aliphatic hydrocarbons
549,CH3CH2CHCHCH2CO2-,6.278753601,35194-36-6​,O=C(CC/C=C/C)O,,,NIST,halogeneted,Halogenated organics
550,CH3CH2CHOHCH2CHCH2,5.255272505,688-99-3,CCC(CC=C)O,2,,NIST,alkane,Aliphatic hydrocarbons
551,CH3CH2CO2-,-3.0,1972/3/7,CCC([O-])=O,2~5,,NIST,alkane,Aliphatic hydrocarbons
552,CH3CH2COCH3,-1.15490196,78-93-3,CC(CC)=O,2,,NIST,alkane,Aliphatic hydrocarbons
553,CH3CH2SH,5.301029996,1975/8/1,CCS,2,,NIST,"sulfide, disulfide",Sulfur-containing organics
554,CH3CHCCl2,2.973127854, 563-58-6,Cl/C(Cl)=C\C,2,,NIST,halogeneted,Halogenated organics
555,CH3CHCl2CO2-,-3.301029996,15302-86-0,C(C(Cl)Cl)C(=O)[O-],6.4,,NIST,alkane,Aliphatic hydrocarbons
556,CH3CHO,0.176091259,75-07-0,CC=O,2,,NIST,alkane,Aliphatic hydrocarbons
557,CH3CN,-4.22184875,1975/5/8,CC#N,2.1,,NIST,alkane,Aliphatic hydrocarbons
558,CH3CO2CH2CH2CH3,-1.522878745,  109-60-4,CC(OCCC)=O,2,,NIST,alkane,Aliphatic hydrocarbons
559,CH3CO2H,-4.522878745,64-19-7,CC(=O)O,,,NIST,alkane,Aliphatic hydrocarbons
560,CH3COCH3,-1.494850022,67-64-1,CC(=O)C,2,,NIST,alkane,Aliphatic hydrocarbons
561,CH3CON(CH3)2,-0.15490196, 127-19-5,CC(=O)N(C)C,7,,NIST,alkane,Aliphatic hydrocarbons
562,CH3CON(CH3)2,-0.301029996, 127-19-5,CC(=O)N(C)C,3.3,,NIST,alkane,Aliphatic hydrocarbons
563,CH3CON(CH3)2,-1.301029996, 127-19-5,CC(=O)N(C)C,2.5,,NIST,alkane,Aliphatic hydrocarbons
564,CH3CONHCH3,-0.22184875,79-16-3,CC(=O)NC,7.2,,NIST,alkane,Aliphatic hydrocarbons
565,CH3NCl2,-2.0,7651-91-4,CN(Cl)Cl,2,,NIST,halogeneted,Halogenated organics
566,CH3NH2,5.146128036,74-89-5,CN,,,NIST,halogeneted,Halogenated organics
567,CH3NHCl,2.908485019,6154-14-9,CNCl,4.2,,NIST,halogeneted,Halogenated organics
568,CH3SCH3,8.602059991,75-18-3,CSC,8.6,,NIST,"sulfide, disulfide",Sulfur-containing organics
569,CHBr3,-1.698970004,75-25-2,C(Br)(Br)Br,2,,NIST,halogeneted,Halogenated organics
570,CHCl2COCH3,-2.301029996,513-88-2,CC(C(Cl)Cl)=O,,,NIST,alkane,Aliphatic hydrocarbons
571,CHCl3,-1.0,67-66-3,C(Cl)(Cl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons
572,CI Reactive Black 5,4.274157849,12225-25-1,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],1.88,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
573,CI Reactive Black 5,5.403120521,17095-24-8,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],6.1,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
574,CN-,4.414973348,1957/12/5,[C-]#N,2.5~12,,NIST,halogeneted,Halogenated organics
575,CN-,3.0,1957/12/5,[C-]#N,,,NIST,halogeneted,Halogenated organics
576,CO2 •-,9.62324929,124-38-9,​[O-][C]=O,8.5,,https://doi.org/10.1021/acs.est.1c07694,halogeneted,Halogenated organics
577,CO32-,-1.0,3812-32-6,C(=O)(O)[O-],8~10,,NIST,halogeneted,Halogenated organics
578,CO3·-,-5.0,  16518-46-0,O=[C]([O-])[O],10.4,,NIST,halogeneted,Halogenated organics
579,CaDTPA3—,3.792391689,52213-68-6,[Ca+2].O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],,,https://doi.org/10.1021/acs.est.8b00586,diol,Polyfunctional / highly functionalized
580,CaEDTA2—,5.0,​6766-87-6,​[Ca+2].O=C([O-])CN(CCN(CC(=O)[O-])C([O-])=O)C([O-])=O​,,,https://doi.org/10.1039/B004417M,diol,Polyfunctional / highly functionalized
581,Carbamazepine,5.477121255,298-46-4,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,,https://doi.org/10.1016/j.watres.2009.07.031,cyclo,Aromatic & PAHs
582,Carbaryl,2.72,1433961-56-8,CNC(=O)Oc1cccc2ccccc12,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
583,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.7,,NIST,alcohol,Oxygenated organics
584,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
585,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,,,https://doi.org/10.1016/0043-1354(91)90155-J,alcohol,Oxygenated organics
586,Carbofuran,2.792391689,1563-66-2,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,3.7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
587,Carbon tetrachloride,-2.301029996,56-23-5,C(Cl)(Cl)(Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
588,Catalase,4.748188027,9001/5/2,[Fe],7,,NIST,halogeneted,Halogenated organics
589,Cefalexin,4.93976,65870-51-1,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,7,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics
590,Cefalexin,4.939759626,15686-71-2,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,7,,10.1016/j.chemosphere.2008.08.033,"sulfide, disulfide",Sulfur-containing organics
591,Cellobiose,-0.68,117698-11-0,O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized
592,Cephalexin,4.939519,2101505-56-8,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics
593,Cephalexin,4.939519253,15686-71-2,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
594,Chlorfenvinphos,0.57,1346606-54-9,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs
595,Chlorobenzene,-0.124938737,108-90-7,C1=CC=C(C=C1)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
596,Chlorobenzene,-0.124938737,108-90-7,C1=CC=C(C=C1)Cl,,,https://doi.org/10.1016/0043-1354(83)90098-2,halogeneted,Halogenated organics
597,Chlorodimethylamine,3.28,1585-74-6,CN(C)Cl,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
598,Chloroethene,4.146128036,57495-45-1,C=CCl,,,https://doi.org/10.1039/A909668J,halogeneted,Halogenated organics
599,Chloroform,-1.0,67-66-3,C(Cl)(Cl)Cl,,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
600,Chloroform,-1.0,67-66-3,C(Cl)(Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons
601,Chlorothiazide,0.18,376634-04-7,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics
602,Chlortoluron,1.7,37341-10-9,Cc1ccc(NC(=O)N(C)C)cc1Cl,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs
603,Chromotropic acid,-0.0685,148-25-4,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)O)O)S(=O)(=O)O,,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized
604,Chromotropic acid,-0.0685,388633-48-5,O=S(=O)(O)c1cc(O)c2c(O)cc(S(=O)(=O)O)cc2c1,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics
605,"Cis-1,2-dichloroethene",2.73239376,156-59-2,C(=C\Cl)\Cl,,,https://doi.org/10.1039/A909668J,halogeneted,Halogenated organics
606,"Cis-1,2-dichloroethene",2.73,156-59-2,Cl/C=C\Cl,,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
607,Cl-,-2.522878745,16887-00-6,[Cl-],2~4,,NIST,halogeneted,Halogenated organics
608,Cl2CCCl2,-1.0,127-18-4,Cl/C(Cl)=C(Cl)/Cl,2,,NIST,halogeneted,Halogenated organics
609,ClCH2CH2Cl,0.633468456,  107-06-2,C(CCl)Cl,2,,NIST,alkane,Aliphatic hydrocarbons
610,ClCH2CHCl2,-1.096910013,79-00-5,ClC(Cl)CCl,2,,NIST,halogeneted,Halogenated organics
611,ClCHCCl2,2.204119983,1979/1/6,Cl/C=C(Cl)\Cl,6.9,,NIST,halogeneted,Halogenated organics
612,ClCHCCl2,1.643452676,1979/1/6,Cl/C=C(Cl)\Cl,4,,NIST,halogeneted,Halogenated organics
613,ClCHCCl2,1.672097858,1979/1/6,Cl/C=C(Cl)\Cl,2,,NIST,halogeneted,Halogenated organics
614,ClO-,1.477121255,14380-61-1,[O-]Cl,5~10,,NIST,halogeneted,Halogenated organics
615,ClO-,2.230448921,14380-61-1,[O-]Cl,5~10,,NIST,halogeneted,Halogenated organics
616,ClO-,2.041392685,14380-61-1,[O-]Cl,5~10,,NIST,halogeneted,Halogenated organics
617,ClO2,3.146128036,  10049-04-4,O=Cl[O],2~6,,NIST,halogeneted,Halogenated organics
618,ClO2,3.041392685,  10049-04-4,O=Cl[O],3~11,,NIST,halogeneted,Halogenated organics
619,ClO2,3.041392685,  10049-04-4,O=Cl[O],2~9,,NIST,halogeneted,Halogenated organics
620,ClO2,3.113943352,  10049-04-4,O=Cl[O],2~6,,NIST,halogeneted,Halogenated organics
621,ClO4-,-4.301029996,14797-73-0,[O-]Cl(=O)(=O)=O,2,,NIST,halogeneted,Halogenated organics
622,Clarithromycin,4.602059991,81103-11-9,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,7,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
623,Clarithromycin,4.60206,959119-17-6,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,7,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized
624,Clarithromycin,4.602059991,81103-11-9,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized
625,Co2+,-0.207608311, 22541-53-3,[Co+2],,,NIST,halogeneted,Halogenated organics
626,Co2+,-0.187086643, 22541-53-3,[Co+2],,,NIST,halogeneted,Halogenated organics
627,Creatinine,0.301029996,60-27-5,CN1CC(=O)N=C1N,2,,NIST,halogeneted,Halogenated organics
628,Cresol red,0.713,62625-29-0,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C=C4)O)C)O,,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized
629,Crystal violet,1.04,548-62-9,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],,,10.1016/j.chemosphere.2014.05.068,halogeneted,Halogenated organics
630,Cyanazine,1.79,157673-75-1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons
631,Cyanic acid,-2.0,71000-82-3,C(#N)O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
632,Cyanic acid,-1.0,487019-29-4,N#CO,7,,https://doi.org/10.1016/j.jece.2024.112473,halogeneted,Halogenated organics
633,Cyanide ion,2.74,373-51-3,COC(=O)c1ccc(CC#N)cc1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics
