No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
2421,bis(β-alaninato)cuprate(II),9.08,934215-85-7,CC([NH-])C(=O)O.CC([NH-])C(=O)O.[Cu+2],5.8,25.0,NIST,alkane,Aliphatic hydrocarbons
2422,bis(β-alaninato)cuprate(II),9.15,934215-85-7,CC([NH-])C(=O)O.CC([NH-])C(=O)O.[Cu+2],6.3,25.0,NIST,alkane,Aliphatic hydrocarbons
2423,bisphenol A,9.84,68440-77-7,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,7.0,25.0,10.1007/s11164-008-0012-6,alkane,Aliphatic hydrocarbons
2424,bromo-chloromethane,9.397940009,70750-23-1,ClCBr,,,https://doi.org/10.1021/acs.est.1c05159,halogeneted,Halogenated organics
2425,bromo-dichloro-nitromethane,8.008600172,918-01-4,[O-][N+](=O)C(Cl)(Cl)Br,,,https://doi.org/10.1021/acs.est.1c05544,halogeneted,Halogenated organics
2426,bromo-dichloromethane,7.851869601,143824-88-8,ClC(Cl)Br,,,https://doi.org/10.1021/acs.est.1c05152,halogeneted,Halogenated organics
2427,bromo-nitromethane,7.922206277,32480-00-5,[O-][N+](=O)CBr,,,https://doi.org/10.1021/acs.est.1c04399,halogeneted,Halogenated organics
2428,bromoacetate ion,7.66,68-10-0,O=C([O-])CBr,9.0,25.0,NIST,halogeneted,Halogenated organics
2429,bromoacetic acid,8.3,64891-77-6,O=C(O)CBr,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2430,bromoacetic acid,8.301029996,64891-77-6,O=C(O)CBr,,,https://doi.org/10.1021/acs.est.1c05135,halogeneted,Halogenated organics
2431,bromoacetonitrile,7.6,590-17-0,N#CCBr,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2432,bromobenzene,9.716003344,108-86-1,C1=CC=C(C=C1)Br,,,https://doi.org/10.1021/acsestengg.5c00382,halogeneted,Halogenated organics
2433,bromobenzene,9.66,495405-42-0,C1=CC=C(C=C1)Br,7.0,25.0,"Mohan and Mittal, 1995",halogeneted,Halogenated organics
2434,bromobenzene,9.69,495405-42-0,C1=CC=C(C=C1)Br,3.5,25.0,"Kochany and Bolton, 1992",halogeneted,Halogenated organics
2435,bromobenzene,9.95,495405-42-0,C1=CC=C(C=C1)Br,0.0,25.0,"Mohan and Mittal, 1995",halogeneted,Halogenated organics
2436,bromochloroacetamide,7.820201459,62872-34-8,NC(=O)C(Cl)Br,,,https://doi.org/10.1021/acs.est.1c04658,halogeneted,Halogenated organics
2437,bromochloroacetamide,7.82,62872-34-8,NC(=O)C(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2438,bromochloroacetic acid,8.079181246,1173018-43-3,O=C(O)C(Cl)Br,,,https://doi.org/10.1021/acs.est.1c05405,halogeneted,Halogenated organics
2439,bromochloroacetic acid,8.08,1173018-43-3,O=C(O)C(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2440,bromochloroacetonitrile,8.041392685,83463-62-1,N#CC(Cl)Br,,,https://doi.org/10.1021/acs.est.1c05652,halogeneted,Halogenated organics
2441,bromochloroacetonitrile,8.04,83463-62-1,N#CC(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2442,bromochloroiodomethane,9.748188027,34970-00-8,ClC(Br)I,,,https://doi.org/10.1021/acs.est.1c05699,halogeneted,Halogenated organics
2443,bromochloroiodomethane,9.75,34970-00-8,ClC(Br)I,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2444,bromochloromethane,9.4,3149-74-4,ClCBr,0.0,25.0,"Maity et al., 1995",halogeneted,Halogenated organics
2445,bromochloronitromethane,8.62,135531-25-8,[O-][N+](=O)C(Cl)Br,7.0,25.0,"Mezyk et al., 2006",halogeneted,Halogenated organics
2446,bromochloronitromethane,8.62324929,135531-25-8,C([N+](=O)[O-])(Cl)Br,,,https://doi.org/10.1021/acsestengg.5c00284,halogeneted,Halogenated organics
2447,bromochloronitromethane,8.62324929,135531-25-8,O=[N+]([O-])C(Cl)Br,,,https://doi.org/10.1021/acs.est.1c05242,halogeneted,Halogenated organics
2448,bromodichloroacetaldehyde,8.59,34619-29-9,O=CC(Cl)(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2449,bromodichloroacetaldehyde,8.591064607,34619-29-9,O=CC(Cl)(Cl)Br,,,https://doi.org/10.1021/acs.est.1c04644,halogeneted,Halogenated organics
2450,bromodichloroacetic acid,7.67,71133-14-7,O=C(O)C(Cl)(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2451,bromodichloroacetic acid,7.672097858,71133-14-7,O=C(O)C(Cl)(Cl)Br,,,https://doi.org/10.1021/acs.est.1c04781,halogeneted,Halogenated organics
2452,bromodichloromethane,7.851258349,75-27-4,C(Cl)(Cl)Br,,,https://doi.org/10.1021/acsestengg.5c00230,halogeneted,Halogenated organics
2453,bromodichloromethane,7.85,75-27-4,ClC(Cl)Br,7.0,25.0,"Mezyk et al., 2006",halogeneted,Halogenated organics
2454,bromodichloronitromethane,8.113943352,918-01-4,O=[N+]([O-])C(Cl)(Cl)Br,,,https://doi.org/10.1021/acs.est.1c04378,halogeneted,Halogenated organics
2455,bromodichloronitromethane,8.11,918-01-4,O=[N+]([O-])C(Cl)(Cl)Br,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2456,bromodiiodomethane,9.913813852,557-95-9,BrC(I)I,,,https://doi.org/10.1021/acs.est.1c04365,halogeneted,Halogenated organics
2457,bromodiiodomethane,9.91,557-95-9,BrC(I)I,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2458,bromoethane,8.11,63882-54-2,CCBr,7.0,25.0,"Lal and Mahal, 1992",alkane,Aliphatic hydrocarbons
2459,bromonitromethane,7.922206277,563-70-2,C([N+](=O)[O-])Br,,,https://doi.org/10.1021/acsestengg.5c00282,halogeneted,Halogenated organics
2460,bromonitromethane,7.922206277,563-70-2,O=[N+]([O-])CBr,,,https://doi.org/10.1021/acs.est.1c04664,halogeneted,Halogenated organics
2461,bromonitromethane,7.92,563-70-2,[O-][N+](=O)CBr,7.0,17.0,"Cole et al., 2006",halogeneted,Halogenated organics
2462,bromoxynil,9.92,1689-47-0,C1=C(C=C(C(=C1Br)O)Br)C#N,7.0,25.0,10.1016/j.chemosphere.2009.11.014,halogeneted,Halogenated organics
2463,burimamide,10.08,163932-06-7,CNC(=S)NCCCCc1cnc[nH]1,7.4,25.0,NIST,halogeneted,Halogenated organics
2464,but-2-enoic acid,9.691081492,32236-62-7,C/C=C/C(O)=O,,,https://doi.org/10.1021/acs.est.1c05247,halogeneted,Halogenated organics
2465,but-3-en-2-one,9.929418926,1373368-65-0,CC(=O)C=C,,,https://doi.org/10.1021/acs.est.1c04901,alkane,Aliphatic hydrocarbons
2466,but-3-enenitrile,9.837588438,110197-41-6,C=CCC#N,,,https://doi.org/10.1021/acs.est.1c04522,halogeneted,Halogenated organics
2467,butachlor,9.87,1632119-31-3,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
2468,butadiene,9.85,67762-70-3,C=CC=C,7.0,25.0,Thomas 1967,halogeneted,Halogenated organics
2469,butan-1-amine,9.913813852,1119452-40-2,CCCCN,,,https://doi.org/10.1021/acs.est.1c04375,alkane,Aliphatic hydrocarbons
2470,butan-2-one,8.908485019,1895541-22-6,CCC(C)=O,,,https://doi.org/10.1021/acs.est.1c05443,alkane,Aliphatic hydrocarbons
2471,butane,9.662757832,106-97-8,CCCC,,,https://doi.org/10.1021/acsestengg.5c00136,alkane,Aliphatic hydrocarbons
2472,butanedioic acid,8.041392685,595606-83-0,OC(=O)CCC(O)=O,,,https://doi.org/10.1021/acs.est.1c05011,alcohol,Oxygenated organics
2473,butanoic acid,9.342422681,377733-71-6,CCCC(O)=O,,,https://doi.org/10.1021/acs.est.1c04502,alkane,Aliphatic hydrocarbons
2474,butyl acetate,9.26,103999-06-0,CCCCOC(C)=O,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
2475,butyl ammonium ion,9.74,14158-23-7,CCCC[NH3+],4.0,25.0,NIST,alkane,Aliphatic hydrocarbons
2476,butyl ammonium ion,9.46,14158-23-7,CCCC[NH3+],7.0,25.0,NIST,alkane,Aliphatic hydrocarbons
2477,butyl ammonium ion,9.51,14158-23-7,CCCC[NH3+],10.0,25.0,"Getoff and Schrroener, 1973",alkane,Aliphatic hydrocarbons
2478,butyl ester acrylic acid,9.74,26062-01-1,C=CC(=O)OCCCC,7.0,25.0,NIST,alcohol,Oxygenated organics
2479,butyl methacrylate,10.08,29356-88-5,C=C(C)C(=O)OCCCC,7.0,25.0,NIST,alcohol,Oxygenated organics
2480,butylated hydroxyanisole,9.87,1026388-88-4,COc1ccc(O)c(C(C)(C)C)c1,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
2481,butylbenzyl phthalate,9.6,72170-45-7,CCCCC(OC(=O)c1ccccc1C(=O)O)c1ccccc1,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
2482,butylnaphthalenesulfonate ion,10.3,46873-48-7,CCCCc1ccc2ccccc2c1S(=O)(=O)[O-],7.0,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2483,butylsulfate ion,9.0,880171-44-8,CCCCOS(=O)(=O)O,7.0,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2484,butyltrimethyl ammonium ion,9.25,14158-23-7,CCCC[N+](C)(C)C.[I-],7.0,25.0,NIST,alkane,Aliphatic hydrocarbons
2485,butyraldehyde,9.591064607,123-72-8,CCCC=O,,,https://doi.org/10.1021/acsestengg.5c00194,alkane,Aliphatic hydrocarbons
2486,butyraldehyde,9.59,1527-98-6,CCCC=O,2.0,25.0,"Adams et al., 1965",alkane,Aliphatic hydrocarbons
2487,butyraldehyde,9.59,1527-98-6,CCCC=O,5.9,25.0,Hesper and Hermann,alkane,Aliphatic hydrocarbons
2488,butyrate,9.3,109-21-7,CCCC(=O)[O-],9.0,25.0,Anbar 1966,alkane,Aliphatic hydrocarbons
2489,butyric acid,9.34,73607-83-7,CCCC(O)=O,2.0,25.0,Scholes 1967,alkane,Aliphatic hydrocarbons
2490,butyric acid,9.342422681,73607-83-7,CCCC(=O)O,,,https://doi.org/10.1021/acs.est.1c04968,alkane,Aliphatic hydrocarbons
2491,butyric acid,9.342422681,107-92-6,CCCC(=O)O,,,https://doi.org/10.1021/acsestengg.5c00207,alkane,Aliphatic hydrocarbons
2492,caffeate ion,10.16,156186-67-3,O=C(O)/C=C\c1ccc(O)c(O)c1,7.0,25.0,NIST,benzene,Aromatic & PAHs
2493,caffeine,9.84,78072-66-9,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,7.0,25.0,"Kesavan and Powers, 1985",halogeneted,Halogenated organics
2494,caffeine,9.838849091,78072-66-9,Cn1c(=O)c2c(ncn2C)n(C)c1=O,,,https://doi.org/10.1021/acs.est.1c05234,halogeneted,Halogenated organics
2495,caffeine,9.838849091,1958/8/2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,,,https://doi.org/10.1021/acsestengg.5c00513,halogeneted,Halogenated organics
2496,caffeoylputrescine,10.0,1400-81-3,NCCCCNC(=O)/C=C/c1ccc(O)c(O)c1,7.4,25.0,NIST,benzene,Aromatic & PAHs
2497,camphor,9.61,464-49-3,CC12CCC(CC1=O)C2(C)C,9.2,25.0,NIST,alkane,Aliphatic hydrocarbons
2498,caprylic acid,9.68,2915369-96-7,CCCCCCCC(O)=O,2.0,25.0,Scholes 1967,alkane,Aliphatic hydrocarbons
2499,captopril,9.79,1356383-38-4,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,7.4,25.0,NIST,halogeneted,Halogenated organics
2500,captopril,10.45,1356383-38-4,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,6.8,25.0,NIST,halogeneted,Halogenated organics
2501,carbamazepine,9.94,1189902-21-3,NC(=O)N1c2ccccc2C=Cc2ccccc21,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
2502,carbaryl,10.48,1433961-56-8,CNC(=O)OC1=CC=CC2=CC=CC=C21,7.0,25.0,10.1002/kin.20129,alcohol,Oxygenated organics
2503,carbendazim,9.34,276680-08-1,COC(=O)NC1=NC2=CC=CC=C2N1,7.0,25.0,10.1007/s10311-002-0010-7,alcohol,Oxygenated organics
2504,carbofuran,9.51,2140327-57-5,CNC(=O)Oc1cccc2c1OC(C)(C)C2,7.0,25.0,Zhong et al.,diol,Polyfunctional / highly functionalized
2505,carbon disulfide,9.9,30860-31-2,C(=S)=S,7.6,25.0,"Roebke et al., 1973","sulfide, disulfide",Sulfur-containing organics
2506,carbonate ion,8.6,3812-32-6,O=C([O-])[O-],7.0,25.0,NIST,halogeneted,Halogenated organics
2507,carbonate ion,8.62,3812-32-6,O=C([O-])[O-],11.6,25.0,NIST,halogeneted,Halogenated organics
2508,carbonate ion,8.54,3812-32-6,O=C([O-])[O-],11.0,25.0,NIST,halogeneted,Halogenated organics
2509,carbonate ion,8.6,3812-32-6,O=C([O-])[O-],10.6,25.0,NIST,halogeneted,Halogenated organics
2510,carbonic anhydrase,10.81,9001-03-0,Cc1ccc(S(=O)(=O)N[C@@H]2C=CCC[C@@H]2O)cc1,7.0,25.0,NIST,cyclo,Aromatic & PAHs
2511,carboxypeptidase A,10.84,9046-67-7,C[C@H](NC(=O)CCC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)SCc1ccccc1,7.8,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2512,carmine,10.11,91254-20-5,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,7.4,25.0,NIST,diol,Polyfunctional / highly functionalized
2513,carnosine,9.98,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,10.2,25.0,NIST,halogeneted,Halogenated organics
2514,carnosine,9.51,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2515,carnosine,9.73,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.4,25.0,NIST,halogeneted,Halogenated organics
2516,carnosine,9.48,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,4.0,25.0,NIST,halogeneted,Halogenated organics
2517,catalase,10.9,9001-35-8,CCOC(=O)c1ccc(O)cc1,7.5,25.0,NIST,alcohol,Oxygenated organics
2518,catalase,11.15,9001-35-8,CCOC(=O)c1ccc(O)cc1,7.0,25.0,NIST,alcohol,Oxygenated organics
2519,catechin,9.11,52891-13-1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,7.0,25.0,Zhong et al.,alcohol,Oxygenated organics
2520,cefazolin,9.81,1391053-58-9,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,7.0,25.0,10.1021/jp104509t,"sulfide, disulfide",Sulfur-containing organics
2521,cefotaxime anion,10.07,65715-12-0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
2522,ceftazidime,9.9,1393723-27-7,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,7.0,25.0,Zhong et al.,"sulfide, disulfide",Sulfur-containing organics
2523,cephalexin,9.93,2101505-56-8,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,7.0,25.0,Zhong et al.,"sulfide, disulfide",Sulfur-containing organics
2524,chip,8.85,9044/5/7,CC(C)N.CC(C)N.[Cl-].[Cl-].[OH-].[OH-].[Pt+4],7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
2525,chloral hydrate,9.491361694,302-17-0,C(C(Cl)(Cl)Cl)(O)O,,,https://doi.org/10.1021/acsestengg.5c00250,alkane,Aliphatic hydrocarbons
2526,chloral hydrate,9.49,302-17-0,OC(O)C(Cl)(Cl)Cl,7.0,25.0,"Erikson et al., 1973",alcohol,Oxygenated organics
2527,chloramphenicol,9.76,9040/7/7,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
2528,chlordane,8.78,155681-23-5,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.3,25.0,NIST,cyclo,Aromatic & PAHs
2529,chlorfenvinphos,9.51,1346606-54-9,CCOP(=O)(OCC)O/C(=C\Cl)c1ccc(Cl)cc1Cl,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
2530,chlorimuron-ethyl,9.34,252557-66-7,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC,7.0,25.0,10.1002/jsfa.7258,diol,Polyfunctional / highly functionalized
2531,chloro dibromo methane,7.919078092,124-48-1,C(Cl)(Br)Br,,,https://doi.org/10.1021/acsestengg.5c00231,halogeneted,Halogenated organics
2532,chloro(diethylenetriamine)platinum(II) ion,9.94,22542-10-5,NCCNCCN.[Cl].[Pt+2],7.0,25.0,NIST,phosphorus,Phosphorus-containing organics
2533,chloro(tetraethyldiethylenetriamine)platinum(II) ion,9.32,22542-10-5,CCN(CC)C(CC)(CC)CNCCN.Cl[Pt+],7.0,25.0,NIST,alkane,Aliphatic hydrocarbons
2534,chloro-nitromethane,8.28780173,32480-00-5,[O-][N+](=O)CCl,,,https://doi.org/10.1021/acs.est.1c04362,halogeneted,Halogenated organics
2535,chloroacetaldehyde,9.08,34789-09-8,O=CCCl,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2536,chloroacetic acid,7.63,4015-58-1,OC(=O)CCl,1.0,25.0,NIST,alcohol,Oxygenated organics
2537,chloroacetic acid,7.633468456,4015-58-1,O=C(O)CCl,,,https://doi.org/10.1021/acs.est.1c04784,halogeneted,Halogenated organics
2538,chloroacetic acid,7.88,4015-58-1,O=C([O-])CCl,6.2,25.0,NIST,halogeneted,Halogenated organics
2539,chloroacetic acid,8.6,4015-58-1,O=C([O-])CCl,7.0,25.0,NIST,halogeneted,Halogenated organics
2540,chloroacetic acid,7.633468456,1979/11/8,C(C(=O)O)Cl,,,https://doi.org/10.1021/acsestengg.5c00227,halogeneted,Halogenated organics
2541,chloroacetic acid,7.54,4015-58-1,OC(=O)CCl,7.0,25.0,"Adams et al., 1965",alcohol,Oxygenated organics
2542,chloroacetonitrile,7.48,1250587-61-1,N#CCCl,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2543,chlorobenzene,9.63,12082-03-0,Clc1ccccc1,7.0,25.0,"Kochany and Bolton, 1992",benzene,Aromatic & PAHs
2544,chlorobenzene,9.65,12082-03-0,Clc1ccccc1,9.0,25.0,"Shevchuk et al., 1969",benzene,Aromatic & PAHs
2545,chlorobenzene,9.633468456,108-90-7,C1=CC=C(C=C1)Cl,,,https://doi.org/10.1021/acsestengg.5c00381,halogeneted,Halogenated organics
2546,chlorobenzene,9.81,12082-03-0,Clc1ccccc1,10.7,25.0,"Matthews and Sangster, 1965",benzene,Aromatic & PAHs
2547,chlorobenzene,9.63,12082-03-0,Clc1ccccc1,3.5,25.0,NIST,benzene,Aromatic & PAHs
2548,chlorodibromomethane,7.92,124-48-1,ClC(Br)Br,7.0,25.0,"Mezyk et al., 2006",halogeneted,Halogenated organics
2549,chlorodiiodomethane,9.91,638-73-3,ClC(I)I,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2550,chlorodiiodomethane,9.913813852,638-73-3,ClC(I)I,,,https://doi.org/10.1021/acs.est.1c04332,halogeneted,Halogenated organics
2551,chloroform,7.146128036,67-66-3,C(Cl)(Cl)Cl,,,https://doi.org/10.1021/acsestengg.5c00252,alkane,Aliphatic hydrocarbons
2552,chloroform,6.7,7285/11/2,ClC(Cl)Cl,5.7,25.0,NIST,halogeneted,Halogenated organics
2553,chloroform,7.15,7285/11/2,ClC(Cl)Cl,9.0,25.0,Anbar 1966,halogeneted,Halogenated organics
2554,chloroform,7.26,7285/11/2,ClC(Cl)Cl,0.4,25.0,"Bednar and Teply, 1960",halogeneted,Halogenated organics
2555,chloroform,7.7,7285/11/2,ClC(Cl)Cl,2.8,24.0,"Haag and Yao, 1992",halogeneted,Halogenated organics
2556,chloroform,7.73,7285/11/2,ClC(Cl)Cl,8.5,25.0,NIST,halogeneted,Halogenated organics
2557,chloroiodomethane,9.6,816444-86-7,ClCI,7.0,25.0,"Mohan and Mittal, 1992",halogeneted,Halogenated organics
2558,chloronitromethane,8.29,1794-84-9,[O-][N+](=O)CCl,7.0,17.0,"Mezyk et al., 2006",halogeneted,Halogenated organics
2559,chloronitromethane,8.28780173,1794-84-9,C([N+](=O)[O-])Cl,,,https://doi.org/10.1021/acsestengg.5c00280,halogeneted,Halogenated organics
2560,chloronitromethane,8.28780173,1794-84-9,O=[N+]([O-])CCl,,,https://doi.org/10.1021/acs.est.1c05054,halogeneted,Halogenated organics
2561,chlorophyllin,9.78,11006-34-1,C=CC1=C(C)C2=CC3=NC(=C(CC(=O)[O-])C4=NC(=C(C)C4=C([O-])[O-])C=c4[n-]c(c(C)c4CC)=CC1=N2)C(CCC(=O)[O-])C3C.[Cu+2].[Na+].[Na+].[Na+],7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
2562,chloropicrin,7.7,8004/9/9,C([N+](=O)[O-])(Cl)(Cl)Cl,7.0,25.0,"Cole et al., 2006",halogeneted,Halogenated organics
2563,chloroquine,9.86,1261396-19-3,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,8.5,25.0,NIST,cyclo,Aromatic & PAHs
2564,chlorotoluron,9.875061263,15545-48-9,CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,,,https://doi.org/10.1021/acsestengg.5c00533,alkane,Aliphatic hydrocarbons
2565,chlorpromazine,9.92,18683-73-3,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.0,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2566,chlorpromazine,9.94,18683-73-3,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.5,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2567,chlortetracycline,9.72,51209-76-8,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.0,25.0,Zhong et al.,halogeneted,Halogenated organics
2568,chlortetracycline,9.72,51209-76-8,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.0,25.0,10.1016/j.chemosphere.2009.11.024,halogeneted,Halogenated organics
2569,chlortoluron,9.88,37341-10-9,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,3.3,20.0,"Benitez et al., 2007",benzene,Aromatic & PAHs
2570,chromotropic acid,8.2,388633-48-5,O=S(=O)(O)c1cc(O)c2c(O)cc(S(=O)(=O)O)cc2c1,0.1,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2571,chymotrypsin,10.54,9036/9/3,O=C(O)CCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1,6.6,25.0,NIST,cyclo,Aromatic & PAHs
2572,chymotrypsin,10.57,9036/9/3,O=C(O)CCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1,6.9,25.0,NIST,cyclo,Aromatic & PAHs
2573,cimetidine,10.08,38603-74-6,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,7.0,25.0,Zhong et al.,"sulfide, disulfide",Sulfur-containing organics
2574,cimetidine,10.08,38603-74-6,CN=C(NC#N)NCCSCc1nc[nH]c1C,7.4,25.0,NIST,"sulfide, disulfide",Sulfur-containing organics
2575,cinnamate ion,9.91,4151-45-5,O=C([O-])/C=C/c1ccccc1,6.0,25.0,NIST,benzene,Aromatic & PAHs
2576,ciprofloxacin,9.61,93398-92-6,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,7.0,25.0,Zhong et al.,benzene,Aromatic & PAHs
2577,cis-bis(glycinato)platinum(II),9.78,14281-82-4,NCC(=O)[O-].NCC(=O)[O-].[Pt+2],8.5,25.0,NIST,phosphorus,Phosphorus-containing organics
2578,cis-bis(glycinato)platinum(II),10.18,14281-82-4,NCC(=O)[O-].NCC(=O)[O-].[Pt+2],7.0,25.0,NIST,phosphorus,Phosphorus-containing organics
2579,citrate ion,8.18,126-44-3,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],3.0,25.0,NIST,diol,Polyfunctional / highly functionalized
2580,citric acid,7.698970004,5949-29-1,O=C(O)CC(O)(CC(=O)O)C(=O)O,,,https://doi.org/10.1021/acs.est.1c04570,diol,Polyfunctional / highly functionalized
2581,citric acid,7.698970004,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,https://doi.org/10.1021/acsestengg.5c00224,diol,Polyfunctional / highly functionalized
2582,citric acid,7.7,5949-29-1,OC(=O)CC(O)(CC(O)=O)C(O)=O,1.0,25.0,"Adams et al., 1965",diol,Polyfunctional / highly functionalized
2583,citrulline,9.08,197704-69-1,NC(=O)NCCC[C@H](N)C(=O)O,6.7,25.0,NIST,halogeneted,Halogenated organics
2584,climbazole,10.09342169,1185117-79-6,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,,,https://doi.org/10.1021/acs.est.1c05173,cyclo,Aromatic & PAHs
2585,climbazole,10.09,1185117-79-6,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,7.0,25.0,Zhong et al.,cyclo,Aromatic & PAHs
2586,clofibric acid,9.72,72072-47-0,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,7.0,25.0,Zhong et al.,alkane,Aliphatic hydrocarbons
2587,"cobalt(III) tris(2,2'-bipyridine)",9.43,19488-82-5,[Co+3].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,7.0,25.0,NIST,cyclo,Aromatic & PAHs
2588,coenzyme A,9.49,69412-18-6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,7.0,25.0,NIST,diol,Polyfunctional / highly functionalized
2589,concanavalin A,10.79,11028-71-0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1.Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,7.2,25.0,NIST,diol,Polyfunctional / highly functionalized
2590,convicine,10.18,19286-37-4,Nc1[nH]c(=O)[nH]c(=O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,7.0,25.0,Zhong et al.,diol,Polyfunctional / highly functionalized
2591,"copper ethane-1,2-diamine",9.48,29471-80-5,NCCN.NCCN.[Cu+2],6.5,25.0,NIST,halogeneted,Halogenated organics
